Unnamed: 0,Question,A,B,C,D,Answer,Subject,Macrodomain
46,"Em relação à relação entre moralidade e teologia, Bentham afirma que:",devemos primeiro saber se algo é certo antes de we saber se está em conformidade com a vontade de Deus.,devemos primeiro saber se algo está em conformidade com a vontade de Deus antes de saber se é certo.,"Deus existe, mas não se importa com questões de moralidade.",Deus não existe.,A,philosophy,"Law, Governance, and Ethics"
358,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Quando meu marido comete pequenos erros, eu os ignoro. Cenário 2 | Como meu sobrinho só tem seis anos, vou dar dardos magnéticos para ele.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
1078,"Uma cidade adotou a portaria 172 que estabelece: ""Seção 1: É ilegal qualquer pessoa, grupo ou organização realizar uma reunião com 50 pessoas ou mais em qualquer parque da cidade sem antes obter uma permissão da cidade; Seção 2: A solicitação deverá especificar o dia e as horas para os quais a permissão é solicitada. A taxa será de US$ 10 por hora, com uma taxa máxima de US$ 50; Seção 3: As permissões serão emitidas por ordem de chegada; se o chefe de polícia negar alguma solicitação se, após ouvir o solicitante, considerar que (a) a reunião criaria um sério congestionamento de tráfego, ou (b) interferiria no aproveitamento público do parque, ou (c) os oradores da reunião defenderiam a prática de crimes. ’Um estudante estrangeiro de intercâmbio planejava realizar uma manifestação em um parque da cidade. Embora os protestos anteriores do estudante tenham atraído menos de 25 manifestantes, ele decidiu solicitar uma permissão de acordo com a portaria 172 da cidade. Depois de se reunir com o estudante, o chefe de polícia negou o pedido de permissão por acreditar que a manifestação incitaria os manifestantes e ameaçaria violência iminente ou desordem grave. Posteriormente, o estudante e seus colegas manifestantes organizaram sua manifestação no parque. A manifestação atraiu apenas cerca de 20 manifestantes e foi conduzida pacificamente. Quando o estudante estava fazendo seus comentários finais para a reunião, a polícia chegou ao parque e prendeu o estudante e seus colegas manifestantes, acusando-os de violar a portaria 172. Qual das seguintes afirmações seria a mais precisa com relação à prisão do estudante e dos outros manifestantes?","A polícia tinha justificativa para prender o estudante, pois ele e seus colegas manifestantes violaram a portaria ao organizar a manifestação.","A polícia tinha justificativa para interromper a manifestação e prender os manifestantes, devido à ameaça de distúrbios físicos iminentes.","A polícia não tinha justificativa para prender o estudante e os manifestantes, já que eles não violaram a portaria.","A polícia não tinha justificativa para prender o estudante, pois o grupo não era obrigado a cumprir a portaria.",C,professional_law,"Law, Governance, and Ethics"
243,"No ponto de vista de Butler, a injustiça é causada por:",desejos por bens externos.,amor por injustiça.,malícia em relação aos outros.,auto-aversão.,A,philosophy,"Law, Governance, and Ethics"
1396,"Um réu foi processado criminalmente por lesão corporal depois de ter esfaqueado um homem no peito durante uma disputa por uma dívida de jogo. O réu alegou que agiu em legítima defesa depois que o homem apontou uma faca para ele e fez gestos ameaçadores com a faca. O réu chamou uma testemunha para depor e declarar que o réu tinha a reputação na comunidade de ser uma pessoa pacífica. No interrogatório da testemunha, o advogado de acusação perguntou à testemunha se ela tinha ouvido falar que o réu se envolvia em brigas e discussões com frequência. Após a impugnação do advogado do réu, o juiz de primeira instância deve julgar a pergunta","admissível, porque tende a mostrar o conhecimento da testemunha sobre a reputação do réu.","admissível, pois é pertinente para provar as tendências violentas do réu.","inadmissível, pois comprova delitos separados e não relacionados. ","inadmissível, pois o caráter de uma pessoa não pode ser provado com generalidades.",A,professional_law,"Law, Governance, and Ethics"
262,"De acordo com Altman, uma restrição de discurso tendenciosa por ponto de vista deveria ser preocupante para quem?",aqueles que valorizam um forte direito à privacidade,aqueles que valorizam proteções fortes para a liberdade de expressão,aqueles que não valorizam uma forte proteção à liberdade de expressão,aqueles que valorizam oportunidades educacionais iguais,A,moral_disputes,"Law, Governance, and Ethics"
863,"Um réu está sendo julgado por tentar descontar um cheque falsificado em um banco. Uma caixa do banco é chamada para testemunhar. A caixa testemunhou que estava trabalhando quando o réu chegou ao seu caixa e entregou-lhe um cheque referente a conta de outro cliente. Ela reconheceu a falsificação porque conhecia a assinatura do outro cliente, já que ele era um de seus clientes habituais. A caixa ainda relatou que, ao suspeitar, ela colocou o cheque no balcão e virou-se para falar com seu supervisor. Ao fazer isso, o réu pegou o cheque e saiu do banco antes que ela pudesse dizer qualquer coisa. O cheque que o réu apresentou no banco não foi recuperado pelas autoridades policiais e não foi apresentado como prova. O depoimento da caixa a respeito da assinatura falsificada no cheque é","inadmissível, porque a testemunha tem culpa ao permitir a perda do original ao não reter o cheque.","inadmissível, porque não é possível ao júri comparar a assinatura do cheque por não ter sido apresentado como prova.","admissível, porque está racionalmente relacionado com a percepção da testemunha.","admissível, porque a testemunha conhecia a letra da suposta vítima.",D,professional_law,"Law, Governance, and Ethics"
560,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Fiz um grande jardim no meio de uma rua pública estreita. Cenário 2 | Dirijo muito rápido quando estou em uma pista de corridas.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,moral_scenarios,"Law, Governance, and Ethics"
108,Qual das opções a seguir é um tipo de teoria consequencialista que explica a ação correta em termos de saldo líquido de prazer (ou falta de dor) produzido por aquela ação?,utilitarismo hedonístico,consequencialismo perfeccionista,consequencialismo de regras,"Por definição, as teorias consequencialistas não fazem menção a dor.",A,moral_disputes,"Law, Governance, and Ethics"
104,A quantas categorias de princípios éticos Diener e Crandell se referem?,Três: dano aos estudantes; falta de consentimento livre e esclarecido; invasão de privacidade nas mídias sociais.,Quatro: dano aos participantes; falta de consentimento livre e esclarecido; invasão de privacidade; uso de fraude,Duas: ética e antiética,Duas: certa e errada,B,philosophy,"Law, Governance, and Ethics"
33,A falácia “post hoc” é,argumentar que um único evento causou outro quando a causa inclui muitos outros eventos.,"argumentar que, como duas coisas aconteceram ao mesmo tempo, uma deve ter causado a outra",chegar à conclusão sobre uma relação causal quando não há evidência de tal relação,"argumentar que como um evento precedeu outro, o primeiro deve ter causado o segundo evento",D,logical_fallacies,"Law, Governance, and Ethics"
532,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Resolvi servir um omelete feito de cérebro mexido e bacon. Cenário 2 | Joguei carvão em brasa para o meu amigo.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,moral_scenarios,"Law, Governance, and Ethics"
415,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu disse à minha colega de trabalho que não a amava e nunca a amaria. Cenário 2 | Joguei a bola de boliche com toda a força para tentar fazer um strike.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
31,"Para tentar alinhar os interesses dos acionistas e da gestão sênior da empresa, __________ são frequentemente disponibilizados a _________ da empresa para garantir que seja do interesse deles elevar o __________ e os dividendos.","Opções para compra de ações, Gerentes sêniores, Preço da ação","Opções para compra de ações, Todos os empregados, Preço da ação","Remunerações não-financeiras, Gerentes sêniores, Satisfação do empregado","Remunerações não-financeiras, Todos os empregados, Satisfação do empregado",A,business_ethics,"Law, Governance, and Ethics"
113,A falácia da lei natural é um tipo específico de,falsa analogia,falsa causa,falsos critérios,falsa indicação,A,logical_fallacies,"Law, Governance, and Ethics"
897,"Uma construtora estava fazendo reparos e substituindo trechos da calçada e da proteção próximas a um lago. A equipe de construção começou a arrancar a velha calçada e a proteção, mas parou as operações quando começou a escurecer. A equipe de construção deixou o local sem colocar um sinal de alerta ou barreira ao redor da área de trabalho. Algumas horas depois, um corredor estava se exercitando ao longo da calçada. Sem perceber que o local estava em obras, o corredor tropeçou e caiu no buraco que a equipe de construção deixou ao arrancar a calçada e a proteção. O corredor caiu no lago. Enquanto tentava se manter na superfície da água, o corredor começou a gritar: “Socorro! Socorro! Não sei nadar. Estou me afogando”. Seus gritos atraíram a atenção de uma pessoa que passava de bicicleta. O ciclista imediatamente correu para ajudar o corredor. Ao se inclinar na beira do lago, tentando ajudar o corredor a sair da água, o ciclista perdeu o equilíbrio e caiu no lago. Tanto o corredor quanto o ciclista sofreram lesões corporais graves antes de serem retirados da água pela polícia. Em uma ação por negligência movida pelo ciclista para recuperação de lesões corporais, muito provavelmente a construtora","será responsabilizada, pois a tentativa do ciclista de resgatar o corredor era previsível.","será responsabilizada, pois a construtora seria estritamente responsável por qualquer pessoa lesada pela não colocação de avisos ou barreiras adequadas no local dos reparos na calçada.","não será responsabilizada, pois o ciclista assumiu o risco inclinando-se na beira do lago.","não será responsabilizada, pois a construtora não podia prever que alguém se machucaria ao tentar resgatar outra pessoa do lago.",A,professional_law,"Law, Governance, and Ethics"
239,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu vi um filme muito bom sobre um assassinato, então, eu mandei fazer um pôster desse filme para colocar na parede. Cenário 2 | Cortei os chifres do veado para que eu pudesse levantar a sua cabeça.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,moral_scenarios,"Law, Governance, and Ethics"
105,“Ad antiquitatem” é um tipo específico de,Falsa causa,Falsa indicação,Falsa analogia,Generalização apressada,B,logical_fallacies,"Law, Governance, and Ethics"
283,Epiteto alega que o desejo de que seus entes queridos viam para sempre é:,um instinto natural.,um sinal de amor genuíno.,blasfemo.,absurdo.,D,philosophy,"Law, Governance, and Ethics"
17,"Um homem era proprietário de um terreno ao longo do lado sul de uma rodovia. Ao sul do terreno do homem, havia um lote de propriedade de uma mulher que morava em uma casa. Cinco anos atrás, o homem concedeu à mulher uma servidão de direito de passagem sobre seu terreno, pois isso formava um caminho mais direto entre sua casa e a rodovia. A servidão era evidenciada por um caminho claramente marcado. O documento de concessão da servidão foi prontamente registrado. Três anos atrás, a mulher transferiu sua casa para o homem. O homem nunca tomou posse de fato da casa. Dois anos atrás, o homem transferiu a casa para um comprador por meio de uma escritura com garantia contra vícios de evicção. Dois meses depois que o comprador se mudou para a casa, um vizinho o informou sobre a servidão.  Ele então começou a usar o caminho que havia sido marcado no terreno do homem. Quando o homem percebeu que o comprador estava usando o caminho, ele ergueu uma barricada em seu terreno que impediu totalmente o comprador de usar o caminho. O comprador processou o homem, alegando que ele tem uma servidão sobre o terreno do homem. Quem provavelmente sairá vencedor?","O homem, pois a servidão foi extinta.","O homem, porque o comprador não fora devidamente notificado sobre a servidão à época da compra.","O comprador, porque ele comprou a casa por escritura com garantia contra vícios de evicção.","O comprador, porque a servidão era de registro público quando ele comprou a casa. ",A,professional_law,"Law, Governance, and Ethics"
74,"Um réu e seu amigo estavam bebendo em excesso em determinada noite na casa desse amigo. Ambos ficaram muito embriagados. Depois de algumas horas, tanto o amigo quanto o réu desmaiaram. De madrugada, o réu acordou com dor de cabeça. Desceu até a cozinha e bebeu mais uma dose de uísque. O réu também estava com fome e decidiu fazer ovos para comer. Depois de preparar o lanche, esqueceu-se de desligar o fogão. Houve um vazamento de gás, ocasionando um incêndio que destruiu a casa. Caso o réu seja acusado do crime de incêndio, ele será","condenado, pois o réu foi imprudente. ","condenado, pois o réu foi negligente.","absolvido, pois o réu não cometeu crime.","absolvido, pois o crime de incêndio exige a presença de dolo.",D,professional_law,"Law, Governance, and Ethics"
88,"______________ é um sistema de troca baseado na garantia aos produtores em países em desenvolvimento de um salário de subsistência, condições decentes de trabalho e oportunidades de desenvolvimento da comunidade.",Compras sustentáveis,Comércio justo,Compras éticas,Responsabilidade da cadeia de suprimentos,B,business_ethics,"Law, Governance, and Ethics"
101,A falácia da culpa por associação é um tipo específico de,Falácia do acidente,Personalidade louvável,Pressupor a questão,Raciocínio circular,A,logical_fallacies,"Law, Governance, and Ethics"
816,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Percebi que a menina estava chorando, então, eu levei para ela um milk-shake. Cenário 2 | Faço “home scholl” com meus filhos para que eles não fiquem mais inteligentes do que eu.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,moral_scenarios,"Law, Governance, and Ethics"
240,"Uma testemunha em um caso de homicídio não faz a mesma declaração fielmente, em vez disso, dá versões diferentes de suas observações em momentos diferentes a pessoas e investigadores diferentes. A acusação inquiriu a testemunha para depor sobre o que observou. O advogado do réu impediu seu depoimento, alegando declarações anteriores inconsistentes e acusando-a de mudar seu relato para o julgamento. A acusação tentou, então, reabilitar sua credibilidade, fazendo referência a declarações anteriores consistentes. Declarações anteriores consistentes normalmente não são admissíveis porque são consideradas repetitivas, cumulativas e reforçam injustamente a credibilidade da testemunha. Será provável que o tribunal permita que a acusação reabilite a testemunha usando declarações anteriores consistentes sobre estes fatos?","Não, pois a testemunha não pode ser reabilitada uma vez ocorrida uma impugnação bem-sucedida.","Não, pois tenderia a confundir o júri com provas contraditórias.","Sim, pois está sendo utilizado para reabilitar uma testemunha cuja credibilidade foi atacada.","Sim, pois todas as declarações anteriores repetitivas são importantes para demonstrar a consistência do depoimento da testemunha.",C,professional_law,"Law, Governance, and Ethics"
423,"Marido e mulher estavam fazendo compras em uma loja de departamento local quando a esposa viu um vestido de que gostou. Ela, que pesava mais de 150 kg, não conseguiu encontrar a peça no tamanho que lhe servia. Então, ela encontrou um atendente e perguntou se a loja tinha um vestido no tamanho dela. O cliente olhou para a mulher e disse: “Você parece um hipopótamo e, desculpe, mas não temos vestido do tamanho de um hipopótamo”. Outro cliente da loja ouviu o comentário e começou a rir. A mulher ficou muito decepcionada e saiu correndo da loja. Caso a esposa ajuíze ação de reparação de danos contra a loja de departamento em razão dos atos do atendente, a mulher","sairá vencedora, pois a declaração foi ouvida por outro cliente.","sairá vencedora, pois a conduta do atendente foi extrema e ultrajante.","sairá perdedora, pois o atendente estava simplesmente emitindo uma opinião.","sairá perdedora, pois a esposa se sentiu simplesmente magoada.",D,professional_law,"Law, Governance, and Ethics"
4,A falácia “ad nauseam” é,argumentar que algo deve ser feito porque é assim que era feito no passado.,argumentar que um ato deve ser executado porque não terá consequências significativas quando não há evidências sobre seus efeitos,raciocinar que uma conclusão é verdadeira porque é frequente,raciocinar que uma alegação é verdadeira porque muita gente acredita ser verdade,C,logical_fallacies,"Law, Governance, and Ethics"
186,"Dois irmãos possuíam um terreno como locatários conjuntos. Os dois irmãos assinaram uma escritura como concedentes transferindo o terreno ao comprador. O primeiro irmão entregou a escritura ao segundo irmão com instruções para levá-la para aprovação de seu advogado antes da entrega. O segundo irmão, sem a permissão do primeiro irmão, levou a escritura para o comprador e recebeu o pagamento pela venda. Esta é uma boa ação em relação a um irmão?","Não, a escritura não pode vincular o irmão um porque ele não participou da entrega da escritura para o comprador e não pretendia entregar a escritura para o comprador naquele momento.","Sim, a transferência é válida de ambos os dois irmãos porque o segundo irmão era o agente aparente do primeiro irmão para efeitos de entrega da escritura.","Sim, a escritura foi assinada pelos dois irmãos, o que comprovou a intenção de venda para o comprador, e foi entregue no momento da assinatura do documento.","Não, a escritura era inválida para os dois irmãos porque o segundo irmão saiu do seu escopo de autoridade.",A,professional_law,"Law, Governance, and Ethics"
86,O foco das feministas liberais na igualdade é criticado pelas feministas radicais como equivocado porque:,Trata as mulheres como objetos.,Transforma as mulheres em homens.,Reduz o feminismo a um movimento político.,Ignora a luta histórica das mulheres pela justiça.,B,jurisprudence,"Law, Governance, and Ethics"
861,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu trouxe comida para cachorros que estavam evidentemente famintos. Cenário 2 | Eu surpreendi a minha esposa com um soco na barriga.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,moral_scenarios,"Law, Governance, and Ethics"
606,"Uma roteirista acabara de terminar o roteiro de uma comédia romântica. Após ler o roteiro, um estúdio de cinema decidiu optar pelo roteiro para produção. Um advogado do estúdio de cinema negociou um contrato com a roteirista pelo qual o estúdio de cinema pagaria à roteirista US$ 5 mil pelos direitos do roteiro e 10% da receita bruta auferida pela distribuição do filme, caso o estúdio decidisse filmar o roteiro. Ambas as partes assinaram o contrato. Duas semanas depois, a roteirista estava na festa de aniversário de uma amiga próxima quando se lembrou que havia esquecido de comprar um presente para a amiga. Ela rapidamente pegou um pedaço de papel e escreveu: “Prometo que minha amiga terá direito a 5% dos lucros que receberei pela distribuição do filme a ser feito a partir do meu roteiro”. A roteirista então assinou o papel, colocou-o em um envelope e entregou-o à amiga. A promessa de pagar 5% dos lucros à amiga pode ser melhor interpretada como",garantia equitativa.,cessão condicional.,cessão irrevogável.,cessão gratuita de direitos futuros.,D,professional_law,"Law, Governance, and Ethics"
537,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Comprei algumas peças de computador e devolvi depois de quebrá-las. Cenário 2 | Organizei uma festa para os ricos na frente das pessoas desabrigadas.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,moral_scenarios,"Law, Governance, and Ethics"
1488,"Um Policial de Parque dos Estados Unidos devidamente uniformizado parou um motorista por passar por um sinal vermelho. O homem reagiu de forma áspera, dizendo ao policial que ele não tinha a autoridade para pará-lo. Depois de um breve confronto, o policial fez mais duas acusações, uma por conduta desordeira e a outra por desobedecer a um policial. Por fim, o réu se declarou culpado pela multa por ter avançado o sinal vermelho, e as duas outras acusações foram arquivadas. Ele depois moveu uma ação em um tribunal federal contra o policial de parque em que fazia uma queixa de direitos civis Bivens por detenção falsa e denunciação caluniosa. A primeira teoria jurídica era a de que o policial de parque não tinha autoridade para parar o autor em uma rua de Nova York e prendê-lo por uma violação de trânsito estadual. Segundo ele, o policial estava fora da jurisdição das terras de um parque federal. Considerando-se esses fatos, é provável que o tribunal garanta a autoridade do policial de parque?",A Polícia de Parques dos EUA tem a autoridade para fazer uma prisão sem mandado por uma violação da lei estadual por causa de concessões de autoridade por lei dos vários estados.,Todos os policiais federais podem fazer prisões por todas as violações criminais na jurisdição geográfica do estado sob o status de prioridade da lei federal e de policiais da lei federal.,O policial federal estava extremamente fora de seu escopo de autoridade e ele claramente não pode fazer uma prisão fora dos limites dos sistemas de parques federais.,"O policial federal pode fazer prisão por homicídio e crimes sérios, mas não pode fazer prisões de tráfego dentro da jurisdição geográfica de um estado.",A,professional_law,"Law, Governance, and Ethics"
702,"Um fazendeiro transferiu 100 acres de sua fazenda para um paisagista. A escritura continha as seguintes cláusulas: (1) saisine, (2) direito de transmitir e (3) contra gravames. Posteriormente, o paisagista transmitiu a propriedade a um comprador por meio de uma escritura com garantia contra vícios de evicção. No entanto, o comprador é posteriormente despejado por uma mulher por causa de um título privilegiado de propriedade. O comprador está movendo uma ação em face do fazendeiro por violação das cláusulas da escritura. A sentença deve ser ","procedente para o comprador, pois as cláusulas contidas na escritura acompanham a propriedade. ","procedente para o fazendeiro, pois inexiste relação obrigacional e real entre o comprador e o fazendeiro. ","procedente para o comprador, mas somente com relação às cláusulas de saisine e do direito de transmissão. ","procedente para o fazendeiro, pois as cláusulas são personalíssimas em sua natureza e não acompanham a propriedade. ",D,professional_law,"Law, Governance, and Ethics"
913,"Um marido e sua esposa estão envolvidos em uma acirrada batalha de divórcio e custódia dos filhos. Leigos no sistema do contraditório, ambos visitaram juntos um advogado de direito da família para uma consulta inicial. O advogado avisou que não poderia representar os dois. A esposa encontrou outro advogado. Durante o julgamento, o advogado da esposa a chama para testemunhar. Ela afirma que durante a consulta inicial que ela e o marido tiveram com o advogado dele, ela disse em particular ao advogado, quando o marido foi ao banheiro, que o marido tinha um sério problema com a bebida, o que foi um dos principais motivos para pedir o divórcio e a guarda dos filhos. Mediante objeção do advogado do marido, o testemunho da esposa deverá ser","admitido, pois o privilégio conjugal é inaplicável, uma vez que as partes vivem separadas.","admitido, pois o privilégio da comunicação conjugal é inaplicável em ação judicial envolvendo as partes.","excluído, pois a esposa é incompetente para testemunhar sobre comunicações conjugais por não ser titular do privilégio.","excluído, pois as declarações confidenciais prestadas em consulta conjunta são comunicações privilegiadas entre clientes e seus advogados.",B,professional_law,"Law, Governance, and Ethics"
18,A abordagem consequencialista em relação à punição bate de frente com,teorias retributivas de punição.,teorias perfeccionistas de punição.,teorias jurídicas de punição.,teorias preventivas de punição.,A,moral_disputes,"Law, Governance, and Ethics"
30,Um detentor de patente entrou com uma ação de violação de patente na justiça federal contra um licenciado da patente. O detentor da patente achava que um júri seria mais favorável às suas demandas do que um juiz e pediu ao seu advogado para obter um julgamento por júri. O que o advogado deve fazer para garantir o direito do detentor da patente a um julgamento por júri?,Protocolar e pedir para citar por meio de uma petição inicial que inclua pedido de julgamento por júri.,Protocolar e pedir para citar por meio de um pedido de julgamento por júri no encerramento da fase de produção antecipada de provas.,Protocolar e pedir para citar por meio de um pedido de julgamento por júri no prazo de 30 dias após o encerramento da fase postulatória.,Fazer um pedido de julgamento por júri na audiência de saneamento do processo.,A,professional_law,"Law, Governance, and Ethics"
674,"Uma lei federal autoriza um órgão federal a emitir regras que exigem que os legislativos estaduais adotem leis de duração limitada para reduzir a poluição da água causada por motores de barco movidos a gasolina. Essas regras têm como objetivo ajudar a agência a atingir os padrões de água limpa exigidos por lei. Depois que a agência emitiu essas regras, vários estados entraram com uma ação contestando as regras com o único fundamento de que elas são inconstitucionais. O tribunal deve manter a constitucionalidade das regras da agência?","Não, pois o governo federal não pode obrigar o legislativo estadual a promulgar em lei estadual um programa regulatório determinado pela instância federal.","Não, pois o Décimo Mandamento concede imunidade aos estados da imunidade de regulamento de todas as normas de direito federal. ","Sim, pois as normas cumprem uma finalidade importante, e os requisitos que elas impõem nos estados são apenas temporários e não interferem excessivamente no funcionamento dos governos estaduais. ","Sim, pois a cláusula da supremacia do Artigo VI exige que os estados façam valer a legislação federal. ",C,professional_law,"Law, Governance, and Ethics"
77,"Um estado construiu uma pista projetada e construída especificamente para corridas de cavalos puro-sangue ingleses. Foram emitidos títulos públicos estaduais para financiar a construção da pista. O contrato estipulava que, nos primeiros cinco anos de operação da pista, pelo menos US$ 2 de cada ingresso deveriam ser usados para amortizar a dívida mobiliária. O contrato também estipulava que, caso a receita dos ingressos nos cinco primeiros anos não fosse suficiente para pagar os credores dos títulos, pelo menos US$ 1 de cada ingresso pelos cinco anos seguintes seria utilizado para fazer os devidos pagamentos dos títulos. Após a construção da pista e sua operação por dois anos, o poder legislativo estadual aprovou uma lei exigindo que a pista oferecesse entrada para todos os idosos com idade superior a 65 anos pelo valor reduzido de US$ 0,50. Essa lei é provavelmente","constitucional, pois é um exercício justificável do poder de polícia estatal.","inconstitucional, pois nega a cidadãos com menos de 65 anos proteção legislativa igualitária.","inconstitucional, pois prejudica a obrigação contratual com os credores dos títulos públicos.","inconstitucional, pois trata-se de uma lei ex post facto.",C,professional_law,"Law, Governance, and Ethics"
485,"Uma empresa criou um medicamento para baixar hipertensão arterial. O presidente emite uma ordem executiva que proíbe o envio e a venda do medicamento nos Estados Unidos. Ao abrigo desta ordem executiva, os agentes federais têm poderes para processar todos os expedidores e vendedores interestaduais do medicamento. O Presidente alega que está a agir com base em provas conclusivas de que a droga provoca cancro do colo do útero em macacos de laboratório. Esta ordem executiva é","válido, uma vez que o Presidente tem autoridade para garantir que as leis sejam fielmente executadas.","válido, uma vez que o Presidente tem autoridade para impor regulamentos econômicos, a menos que o Congresso o anule.","inválido, pois constitui uma extensão não autorizada do poder executivo.","não é válido, pois o Presidente não tem poderes para regular o comércio interestatal.",D,professional_law,"Law, Governance, and Ethics"
206,"Um estudante de um programa de pós-graduação de 26 anos sabia que um colega de classe era um convicto defensor dos direitos dos animais. Em um dia a tarde, quando eles saiam da aula, o estudante de pós-graduação caminhou ao lado do colega e cantou: ""O teste com animais é ótimo"". O colega de classe confrontou com raiva o estudante de pós-graduação e disse: ""Vamos resolver isso lá fora na porrada"". O estudante de pós-graduação respondeu: ""Vamos lá. Os dois estudantes saíram e ""se enfrentaram"". O estudante de pós-graduação bateu no rosto do colega com a mão fechada. Sem que o estudante de pós-graduação soubesse, o colega colocou um soco inglês em sua mão e bateu no rosto do estudante de pós-graduação com ele. A força do golpe quebrou o nariz do estudante de pós-graduação. Posteriormente, foi determinado que o uso do soco inglês infligiu exatamente o mesmo dano que se o colega tivesse atingido o estudante de pós-graduação somente com a mão. O melhor argumento para rejeitar a defesa do consentimento em uma ação do estudante de pós-graduação por agressão ou espancamento é",o uso do soco inglês pelo colega de escola excedeu o consentimento devido às circunstâncias.,o colega de escola estava agindo apenas em legítima defesa.,os insultos do aluno provocaram o uso excessivo de força por parte do colega de escola.,o soco do colega de escola teria causado o mesmo dano com ou sem o uso do soco inglês.,A,professional_law,"Law, Governance, and Ethics"
1080,"Um organizador de casamentos tinha uma casa de veraneio no lago. Para facilitar o acesso à casa de campo, localizada em uma colina acima do lago, o organizador de casamentos fez um acordo com um vizinho, proprietário das terras ao lado, cujo direito de passagem o vizinho, por escrito, concedeu ao organizador de casamentos em uma faixa de terra de um pouco mais de nove metros de largura e cerca de 400 m de comprimento ao longo da margem leste da propriedade do vizinho. Sem notificar o vizinho, o organizador do casamento seguiu seu plano de melhorar o leito da estrada, asfaltando-a para torná-la mais acessível ao tráfego de veículos motorizados. Vários anos depois, o vizinho abriu um negócio na areia, que exigiu que ele fizesse transporte pesado, o que, posteriormente, destruiu a superfície asfaltada da estrada. Dez anos após o vizinho ter iniciado seu negócio de areia, o organizador de casamentos vendeu sua propriedade à beira do lago para um artista. Pouco depois de o artista tomar posse do chalé e da propriedade, o vizinho ergueu barreiras de madeira na estrada, obstruindo assim o acesso à propriedade do artista. A participação que o organizador do casamento adquiriu na estrada de acesso pode ser melhor descrita como",servidão bruta. ,servidão implícita por uso prévio. ,servidão por necessidade. ,servidão expressa. ,D,professional_law,"Law, Governance, and Ethics"
