subject,question,A,B,C,D,correct,out_chat_long,out_extracted_chat_long,out_chat_short,out_seqlogprob
moral_disputes,"De acordo com Gill, o valor moral da autonomia consiste principalmente",da capacidade de agir e escolher sem sofrimento.,da capacidade de escolher interromper a própria vida.,da capacidade de tomar importante decisão de vida com base em nossos valores mais profundos.,do dever de não interferir nas livres escolhas dos outros.,C,C,C,C,C
philosophy,Hobbes define injustiça como:,pegar mais que apenas uma cota de um bem.,falha em realizar um pacto.,tratar outra pessoa apenas como um meio.,violar a lei da natureza.,B,C,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Comi o almoço do meu colega de quarto depois que ele tinha deixado na geladeira. Cenário 2 | Eu faço compras de itens baratos para o exército da salvação porque eu sei que o dinheiro é usado por uma boa causa.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
business_ethics,"As empresas realizam a contabilidade social devido a exigências de __________, para identificar ______________, melhorar ___________ e incentivar _________ e _______________.","Partes interessadas, Riscos, Gestão das partes interessadas, Responsabilidade, Transparência","Partes interessadas, Responsabilidade, Transparência, Gestão das partes interessadas, Riscos","Partes interessadas, Responsabilidade, Riscos, Partes interessadas, Gestão das partes interessadas","Partes interessadas, Gestão das partes interessadas, Transparência, Riscos, Responsabilidade",A,A),A,A,B
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Empenhei o violão valioso do meu marido para pagar sua cirurgia do coração. Cenário 2 | Não consegui o emprego porque joguei uma bomba no prédio.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,C) Não é errado,C,C,C
moral_disputes,Kass se preocupa que indivíduos clonados:,serão vistos como curiosidades.,serão escrutinados em relação à pessoa que serviu de base para a clonagem deles.,ambas as opções acima,nenhuma das alternativas,C,C,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Enquanto eu fazia as malas para deixar o hotel, a minha bagagem estava cheia de souvenirs. Cenário 2 | Cortei e dividi o bebê.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,"C) Não é errado, Errado",C,C,C
professional_law,"Réu e seu colega de quarto da faculdade foram para casa juntos para os feriados de fim de ano. O réu deveria voltar para a faculdade sozinho. No dia em que o réu deveria dirigir de volta para a faculdade, seu colega de quarto perguntou se ele entregaria um pacote para um de seus colegas de classe. O réu concordou, e o colega de quarto entregou-lhe um pequeno pacote, o qual o réu colocou no porta-luvas. Enquanto dirigia de volta para a escola, o réu foi parado por excesso de velocidade. Quando o policial estadual pediu ao réu sua carteira de motorista e registro, ele abriu o porta-luvas. Ao fazer isso, o pacote do seu colega de quarto caiu no chão. Ao cair, a caixa se abriu e um envelope plástico contendo uma substância branca saiu para fora. Vendo que a substância parecia ser cocaína, o policial estadual prendeu o réu por posse de drogas ilícitas no âmbito de um regulamento estadual que torna crime a posse intencional de substância controlada. O pacote, de fato, continha cocaína. Se o réu for levado a julgamento por esta acusação, sua melhor defesa é que",o réu não sabia o que havia no pacote.,o colega de quarto não informou que ele estava carregando drogas ilícitas.,o pacote não pertencia a ele.,a cocaína foi apreendida ilegalmente.,A,A,A,A,A
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Abri o portão que mantinha os animais protegidos dos animais selvagens durante a noite. Cenário 1 | Eu fui voluntário na clínica veterinária porque gosto de ver os animais que estão sofrendo.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Vou levar a minha amiga obesa para o spa para que ela possa se sentir melhor depois. Cenário 2 | Eu não consegui o emprego no escritório porque eu fui mal na entrevista.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,"C) Não é errado, Errado",C,C,C
professional_law,"Um homem bebe bastante ponche em uma festa. Ele não sabia que o ponche continha PCP. Mais tarde, à noite, ele entrou em uma psicótica incontrolável causada pelas drogas e mata alguém na festa. A acusação pede assassinato em segundo grau. Qual defesa teria a melhor chance de ter sucesso nessas circunstâncias?",Embriaguez voluntária,Impulso irresistível,Embriaguez involuntária,Ignorância ou erro,C,D) Ignorância ou erro,D,D,D
professional_law,"Dois estudantes universitários eram membros da mesma fraternidade. Durante uma festa de fraternidade, o réu sacou uma arma, apontou para o outro aluno e disse: “Implore pela sua vida, otário”. O estudante, que sabia que o réu tinha fama de brincalhão, disse: “Cai fora, seu idiota”. O réu então puxou o gatilho e matou o estudante a tiros. Uma lei nesta jurisdição estabelece: “Qualquer homicídio intencional e premeditado com dolo e premeditação é homicídio de primeiro grau. Para constituir homicídio de segundo grau, é preciso que o homicídio ocorra durante a prática ou tentativa de prática de um crime grave ou inerentemente perigoso. Todos os outros tipos de homicídio ilegal e homicídio injustificáveis se enquadram em homicídio com grau atenuado de culpa”. O réu foi posteriormente processado pelo assassinato do estudante. Em juízo, o réu testemunhou que um colega da fraternidade lhe deu a arma antes do tiroteio e disse-lhe que estava descarregada. Se o júri acreditar no réu, deverá considerá-lo","culpado de ameaça de agressão, mas não de homicídio doloso ou homicídio culposo.",condenada por homicídio com grau atenuado de culpa.,culpado de homicídio de segundo grau.,culpado de homicídio de primeiro grau.,B,"C) culpado de homicídio de segundo grau.

**Explicação:**

A lei estabelece que um homicídio de segundo grau é constituído quando",C,C,C
business_ethics,"Órgãos regulatórios de publicidade sugerem, por exemplo, que os anúncios não devam: incentivar ________, causar _________ ou __________ desnecessário e não devem causar ofensas _____________.","Práticas inseguras, Desejos, Medo, Triviais","Práticas inseguras, Angústia, Medo, Sérias","Práticas seguras, Desejos, Ciúmes, Triviais","Práticas seguras, Angústia, Ciúme, Sérias",B,C,C,C,D
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Coloquei meu bebê no colo enquanto eu dirigia na via expressa. Cenário 2 | Um estranho contou uma piada muito engraçada no metrô e eu ri.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,C) Não é errado,C,C,C
professional_law,"Um vendedor, que havia trabalhado 20 anos para a mesma empresa, foi demitido de repente e sem motivo aparente. O vendedor, então, processou a empresa, alegando discriminação por idade. Em juízo, ele deseja chamar uma funcionária da empresa como testemunha adversa. O vendedor quer que a funcionária declare que estava presente em uma reunião da diretoria da empresa quando o presidente da empresa supostamente disse: ""Agora, tenho certeza de que todos concordam que o vendedor é muito velho e que ele realmente não representa a imagem que queremos que os nossos funcionários transmitam"". ""É prática comum da empresa gravar em fita todas as reuniões de diretoria. Além disso, é comum que o secretário da empresa transcreva as fitas após as reuniões da diretoria. Mediante impugnação do advogado da empresa, o depoimento proposto pelo funcionário será julgado","admissível, pois o funcionário estava presente durante a reunião da diretoria.","admissível, pois a declaração do presidente foi uma confissão de um representante da empresa.","inadmissível, pois a gravação da reunião é a melhor prova.","inadmissível, pois as anotações transcritas do secretário são a melhor prova.",B,A,A,A,A
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Minha fazenda está em dificuldades financeiras, então, eu abati dez vacas para vender a carne. Cenário 2 | Vendi o meu analgésico que precisa de receita médica.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,C) Não é errado,C,C,C
professional_law,"Um irmão e sua irmã, que tinha 15 anos de idade, tinha acabado de deixar um cinema uma noite e estavam caminhando em direção a um estacionamento pouco iluminado para entrar no seu carro. Quando chegaram ao carro, um réu, que estava visivelmente intoxicado, saiu de trás de uma lata de lixo e aproximou-se a eles. O réu derrubou o irmão no chão e atingiu-o na cabeça com uma lata de lixo, fazendo que o irmão perdesse a consciência. O réu então forçou a irmã para dentro de um carro e violentou-a. O réu é acusado de agressão com intenção de cometer estupro, com base em sua agressão no irmão. A melhor defesa do réu seria qual das seguintes declarações?","Embora a irmã tivesse apenas 15 anos de idade, ela aparentava ter 16 anos para um homem razoável.",O réu não pretendia violentar a irmã.,O estado de embriaguez do réu no momento negou o dolo geral.,É impossível provar que o réu foi o perpetrador porque o estacionamento estava pouco iluminado.,B,C,C,C,B
business_ethics,Como o código é aplicado,"1,2,3","1,2,4","1,3,4","2,3,4",B,"D) 2,3,4",D,D,D
philosophy,"Feinberg alega que quando as pessoas estão com fome, elas tipicamente desejam:",comer alimentos.,sensações gustativas agradáveis.,tanto a quanto b.,nem a nem b.,A,C,C,C,C
moral_disputes,Macedo descreve a sua posição sobre a imigração como politicamente,liberal.,conservadora.,evangélica.,neutra.,A,B) conservadora.,B,B,B
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Para melhorar na faculdade eu paguei um tutor para mirar as respostas do meu dever de casa.. Cenário 1 | Usei um programa automatizado para concluir uma Mechanical Turk HIT.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",A,C) Não é errado,C,C,C
business_ethics,Como é conhecido o estado de não poder tomar uma decisão fundamentada e pensada sobre a compra de um produto?,Inclusão do consumidor,Competência do consumidor,Exclusão do consumidor,Vulnerabilidade do consumidor,D,C) Exclusão do consumidor,C,C,C
professional_law,"Um réu é acusado de homicídio e se baseia em uma alegação de autodefesa. Em juízo, o réu tenta mostrar que, antes do assassinato, um amigo que estava bebendo lhe disse que ""a vítima matou cinco homens e que preferiria matar um homem a olhar para ele"". Se a declaração do amigo de bebedeira for oferecida como prova para comprovar que a vítima, de fato, matou os cinco homens, a declaração deve ser considerada","admissível, pois a declaração é feita para comprovar seu efeito sobre o réu.","admissível, porque se qualifica sob a exceção à regra da prova por ouvir dizer.","inadmissível, pois trata-se de prova por ouvir dizer, sem exceção reconhecida.","inadmissível, pois é autossuficiente.",C,"C) inadmissível, pois trata-se de prova por ouvir dizer, sem exceção reconhecida.",C,C,C
moral_disputes,O princípio que Arthur chama de “a regra do mal moral maior” diz que,"as pessoas só têm o direito de manter os seus rendimentos se não houver forma de evitar um mal maior, doando-os.","ser rico é um grande mal moral e, como tal, todos devemos esforçar-nos por viver com um rendimento moderado.",dois males morais não constituem um bem moral.,a própria moralidade é um grande mal.,A,C,C,C,C
philosophy,"De acordo com Sartre, o primeiro princípio do existencialismo é que _____.",Deus está morto,o homem é todo poderoso,o homem não é nada além do que ele faz dele mesmo,o homem não é nada,C,C) o homem não é nada além do que ele faz dele mesmo,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Sabia que a Annie era alérgica a flores, então, eu lhe dei um buquê de margaridas. Cenário 2 | Toquei a bateria bem alto no porão.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
professional_law,"Um estudante de Direito foi aceito por uma faculdade de Direito para o segundo semestre. Várias gerações da família do estudante de Direito frequentaram essa prestigiosa faculdade de Direito. Uma semana antes do início do segundo semestre, em uma festa para celebrar a aceitação do estudante de Direito na faculdade, seu pai anunciou ao estudante de Direito, na presença dos participantes da festa: “Filho, é sua obrigação manter a tradição familiar de excelência na faculdade. A esse respeito, se você prometer estudar no mínimo cinco horas por dia, eu pagarei a você US$ 1.000,00 para cada nota A' que você obtiver no primeiro ano; US$ 2.500,00 para cada nota A' que você obtiver no segundo ano; e US$ 5 mil para cada nota A' que você obtiver no terceiro ano. “A declaração mais exata sobre a promessa do pai de recompensar o estudante de Direito por obter notas “As” seria que",a promessa constituiu um presente condicional e inexequível.,"a promessa não seria juridicamente vinculativa, uma vez que não é prejudicial.",a promessa seria exequível se uma troca negociada fosse a intenção pretendida.,a promessa constituía uma proposta anulável.,C,"A) a promessa constituiu um presente condicional e inexequível.

**Explicação:**

*   **Presente Condicional:** A prom",A,A,A
professional_law,Uma oferta irrevogável (proposta irrevogável) por escrito de um comerciante para vender produtos,Deve ser assinada separadamente se o destinatário apresentar um contrato-tipo que contenha a oferta.,É válida por três meses.,Não pode ser cedida.,"Não pode exceder a duração de três meses, mesmo que haja contraprestação.",A,D,D,D,D
professional_law,"O marido e a mulher transferiram uma parte da fazenda herdada da família para a sobrinha, a título oneroso, mas muito abaixo do valor de mercado. No entanto, mantiveram uma reversão de volta para si mesmos, como segue: “RESERVA em favor dos Outorgantes e seus herdeiros e cessionários, reversão automática, caso a propriedade ora transmitida venha a ser hipotecada ou onerada durante a vida de qualquer um dos dois Outorgantes.” Após a morte do marido, a sobrinha hipotecou a propriedade. A esposa sobrevivente pode fazer valer a reversão automática, colocando o título de volta em seu nome?","Não, essa é uma restrição irrazoável à alienação.","Não, uma reversão automática não pode ser aplicada.","Sim, a cláusula pode ser aplicada porque os outorgantes e o outorgado eram parentes consanguíneos em pari mutualismo.","Sim, a cláusula é aplicável porque geralmente é considerada uma restrição aceitável à alienação.",D,C,C,C,C
moral_disputes,"Sobre a proposta de que precisamos estabelecer bancos mundiais de alimentos para ajudar quem precisa, Hardin diria que","se a proposta for realizada, a operação deve ser conduzida de maneira consistente.",apenas os países mais ricos têm a obrigação moral de fazer depósitos em bancos de alimentos mundiais.,isso ficaria sujeito à tragédia dos comuns.,devemos aderir à ideia porque não devemos punir as pessoas pobres que estão em situação de emergência.,C,C,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Eu estava tocando na criança com firmeza. Cenário 2 | Eu acho que minha torta vai ganhar o prêmio principal porque comprei os melhores ingredientes.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,C) Não é errado,C,C,C
moral_disputes,Audi propôs que ampliássemos a lista de deveres prima facie elaborada por Ross para incluir,veracidade.,melhoramento e preservação da liberdade.,respeito.,todas as anteriores,D,D,D,D,D
philosophy,"Wolf alega que em última análise, questões normativas devem ser avaliadas:",do ponto de vista moral.,do ponto de vista da virtude.,do ponto de vista da perfeição individual.,de uma perspectiva que não seja vinculada a um compromisso com nenhum sistema de valores bem-organizado.,D,A,A,A,A
professional_law,Uma mulher foi acusada de homicídio doloso ao assaltar uma loja de conveniência e atirar no balconista durante o assalto. O promotor agora deseja apresentar o depoimento de um espectador que estava no estacionamento e viu o tiroteio por uma janela próxima. O espectador propõe testemunhar que ouviu um cliente na loja gritar: “Tire essa arma da mão dela! Não deixe ela fazer isso de novo!” Essa prova é admissível,como não sendo prova por ouvir dizer.,se for possível demonstrar que o espectador era um coconspirador.,como uma expressão de espanto.,como uma declaração feita sob a crença de morte iminente.,C,C) como uma expressão de espanto.,C,C,C
logical_fallacies,"Tan ah Tiat, quarenta e nove anos, nascido em Kuala Lampur, Malásia, foi acusado de estar em posse de ópio. Arguindo em sua defesa, ele disse ao juiz que seu vício em ópio não causava danos, pois ele já estava muito velho para trabalhar. Perguntado sobre como vivia, ele respondeu que vivia da renda de sua avó.",Falácia do espantalho,Falso dilema,Inconsistência,Apelo à autoridade,C,A) Falácia do espantalho,A,A,A
moral_disputes,Christopher Heath Wellman defende a posição de que,o anti-igualitarismo é compatível com o cosmopolitismo liberal.,fechar fronteiras a todas as potenciais imigrações é uma política social inerentemente racista.,os estados-nação têm a obrigação de abrir as suas fronteiras aos potenciais imigrantes menos abastados.,os estados-nação têm o direito presumível de fechar as suas fronteiras a todos os potenciais imigrantes.,D,D,D,D,D
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Plantei uma árvore na floresta tropical. Cenário 2 | Meu primo tem alergia ao amendoim, então, eu usei óleo de oliva para preparar o jantar.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,"C) Não é errado, Errado",C,C,C
professional_law,"Após roubarem um banco local, os perpetradores, dois homens, seguiram em direções diferentes com o plano de se encontrarem três dias depois na estação de trem. Dois dias depois do assalto, um dos homens se envolveu em um acidente de carro. O homem foi levado às pressas para o hospital e levado para a sala de raios X. Um médico posicionou o homem de forma que o técnico de raios X pudesse tirar radiografias da região lombar. Com base nas queixas do homem sobre a área da dor, o médico afirmou: “Parece que você fraturou a pélvis. Se esse for o caso, você precisará ficar na cama por várias semanas”. O homem respondeu que não poderia ficar acamado porque tinha que encontrar alguém (o outro homem) no dia seguinte. Um técnico que estava na sala no momento ouviu a resposta do homem ao médico. Posteriormente, os dois homens são acusados ​​de roubo e formação de quadrilha. No julgamento do homem, como prova de formação de quadrilha, a acusação tenta apresentar o depoimento do médico de que o homem disse: “Tenho que encontrar alguém (o outro homem) no dia seguinte”. A defesa contesta. Esta prova é","inadmissível, pois viola o privilégio médico-paciente.","admissível, pois o técnico ouviu a conversa.",admissível devido à natureza das declarações do homem.,"admissível, pois a declaração não era confidencial, dadas as circunstâncias.",C,"A) inadmissível, pois viola o privilégio médico-paciente.",A,A,A
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Resolvi cozinhar uma batata para a minha namorada. Cenário 2 | Eu empurrarei o rato forçando o a ir para fora.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,"C) Não é errado, Errado",C,C,C
professional_law,"Uma pessoa era dona de uma propriedade próxima a uma rodovia. Depois de juntar as folhas de sua propriedade em uma grande pilha, o proprietário carregou as folhas em vários barris grandes de metal para que pudesse queimá-las. Antes de iniciar o incêndio, o proprietário telefonou para a agência local de meteorologia para saber a direção em que o vento estaria soprando. Como havia uma rodovia no limite sul de sua propriedade, ele sabia que não seria seguro queimar as folhas se o vento soprasse nessa direção. No entanto, a agência de meteorologia indicou que o vento sopraria na direção norte. Pouco depois de o proprietário atear fogo às folhas, a corrente de vento mudou inesperadamente e começou a soprar na direção sul. Consequentemente, a fumaça e as cinzas sopraram sobre a rodovia, resultando em baixa visibilidade. Momentos depois, um motorista estava dirigindo seu automóvel na rodovia na direção oeste. O limite de velocidade indicado era de 45 m/h, embora o motorista estivesse viajando a cerca de 55 m/h. O motorista não conseguiu ver a rodovia com clareza e bateu o veículo em uma faixa intermediária. Se o motorista ajuizar ação civil contra o proprietário do terreno, o resultado mais provável ","o proprietário do terreno ter ganho de causa, pois o motorista estava dirigindo velocidade excessiva além do limite de velocidade. ","o proprietário do terreno terá ganho de causa, se sua decisão de queimar as folhas for razoável, dadas as circunstâncias.",o motorista ganhará a causa se a fumaça das folhas queimando o tiverem impedido de ver a estrada com clareza. ,"o motorista ganhará a causa, pois o proprietário do terreno terá responsabilidade objetiva por ter causado o acidente. ",B,C,C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Fiquei completamente nu na praia. Cenário 2 | Falei para ela que era seguro pular do sofá.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
philosophy,"Epiteto alega que as coisas que estão sob nosso controle são __________, e as coisas que não estão sob nosso controle são __________.",livres e desimpedidas; livres e desimpedidas,livres e desimpedidas; servis e sujeitas a impedimentos,servis e sujeitas a impedimentos; livres e desimpedidas,servis e sujeitas a impedimentos; servis e sujeitas a impedimentos,B,C,C,C,C
jurisprudence,Qual das seguintes alternativas está correta em relação ao padrão de “pessoa razoável/sensata” na lei de responsabilidade civil?,O padrão de pessoa razoável varia de pessoa para pessoa.,"O padrão da pessoa razoável/sensata concentra-se no estado mental subjetivo do réu, e não no comportamento do réu.",Uma pessoa com deficiência física precisa agir como uma pessoa razoável/sensata com a mesma deficiência agiria.,Uma pessoa com deficiência mental precisa agir como uma pessoa com a mesma deficiência agiria.,C,B,B,B,B
business_ethics,O modelo de empresa social no setor privado.,"1,2,4","2,3,4","1,2,3,4","1,2,3",D,"C) 1,2,3,4",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Disse à minha filha para comer todos as verduras no prato, então, ela enfiou as verduras goela abaixo quando eu não estava olhando. Cenário 2 | Falei para recepção do hospital que meu filho estava gravemente doente porque ele precisava ser atendido por um médico.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",D,"C) Não é errado, Errado",C,C,C
professional_law,"Um paciente estava no hospital para tratar uma doença. O médico do paciente prescreveu um anestésico leve, para ser administrado ao paciente por via intravenosa, para reduzir a dor sentida pelo paciente. O paciente deveria receber solução salina contendo 18,5 miligramas do medicamento. Uma enfermeira solicitou que um técnico de farmácia preparasse a solução e o medicamento e, em seguida, a enfermeira administrou a solução e o medicamento ao paciente. A solução administrada ao paciente continha 185 miligramas do medicamento, em vez de apenas 18,5. Logo após receber o medicamento, o paciente teve um ataque cardíaco e morreu. O médico, a enfermeira e o técnico de farmácia eram funcionários do hospital. Se a família do paciente ajuizar uma ação por homicídio culposo contra o hospital, qual das seguintes afirmações a família precisa comprovar para recuperar os danos?","A família precisa identificar qual dos três funcionários do hospital envolvidos médico, enfermeira e técnico de farmácia foi o verdadeiro responsável pelo erro na dosagem do medicamento.",A família precisa comprovar o ato negligente específico que resultou na administração da dose errada do medicamento.,A família precisa comprovar que os administradores do hospital foram negligentes na contratação ou supervisão de um ou mais dos funcionários envolvidos.,"A família precisa comprovar que o paciente não teria morrido se recebesse 18,5 miligramas do medicamento.",D,B,B,B,B
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Pulei em cima da linda mesa nova. Cenário 2 | Falei com o menino depois da aula de domingo na igreja.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",B,"C) Não é errado, Errado",C,C,C
moral_scenarios,"Para qual dos seguintes cenários o personagem principal (que usa eu/meu) fez algo claramente errado, do ponto de vista moral, conforme os padrões morais comuns dos EUA de 2020? Cenário 1 | Revisei a sua dissertação antes que ele fizesse o seu curso programado. Cenário 2 | Eu passei para a nova professora uma sala com 55 crianças.","Errado, Errado","Errado, Não é errado","Não é errado, Errado","Não errado, Não é errado",C,C) Não é errado,C,C,C
professional_law,"Um irmão e uma irmã adquiriram um terreno que estava sob uma escritura que transmitia a eles o título da propriedade como condôminos com direitos de sucessão. O direito consuetudinário de condomínio conjunto não foi alterado por lei na jurisdição. O preço de compra foi US$ 50.000, dos quais a irmã pagou US$ 10.000 e o irmão US$ 40.000. A irmã financiou sua participação no terreno. Posteriormente, o irmão morreu testado, deixando todo seu espólio para um primo. A irmã quitou seu financiamento e a hipoteca foi liberada. Neste momento, quem é o proprietário do terreno?",A resposta depende de se a jurisdição segue a teoria do penhor ou a teoria de títulos das hipotecas.,O título pertence inteiramente à irmã como condômina conjunta sobrevivente.,O título pertence à irmã e ao primo como condôminos em comum iguais.,O título pertence à irmã e ao primo como condôminos em comum; a irmã fica com uma participação de 10% e o primo com uma participação de 80%.,A,C,C,C,C
moral_disputes,A resposta de Wellman à objecção “igualitária” ao direito de exclusão do Estado é que os Estados podem cumprir os seus deveres para com os estrangeiros sem lhes permitir a entrada no seu território. Fine acha que a resposta de Wellman é insuficiente porque,os igualitários estão comprometidos com princípios utilitários.,O próprio Wellman é um imigrante.,excluir pessoas que desejam perseguir interesses específicos desse Estado ainda é potencialmente prejudicial.,o conceito de “justiça exportadora” é internamente contraditório.,C,C,C,C,C
professional_law,"Um motorista foi processado por excesso de velocidade. Admite-se que o limite de velocidade no trecho da rodovia em questão, no momento do suposto excesso de velocidade, era de 88 km/h. Como parte de sua defesa, a acusação chamou um policial que declarou que, por volta das 11h30, a uma 1,6 km a leste da linha da cidade, ele instalou um aparelho de radar. O policial declarou que, com o uso de diapasões, descobriu que o aparelho de radar era preciso. O policial também afirmou que tinha cinco anos de experiência na operação de tais dispositivos de radar. Além disso, o policial declarou que o mecanismo do radar para registrar a velocidade dos veículos por meio de uma linha de tinta desenhada mecanicamente em um rolo de papel também estava funcionando corretamente. Depois de outras perguntas, o policial afirmou que, por volta das 13h30, a agulha do indicador de velocidade do aparelho de radar mostrava que o carro do motorista estava passando por sua localização a 105 km/h. Se o advogado do motorista impugnar a apresentação do radar, constatando que o motorista estava viajando a uma velocidade de 105 km/h, o tribunal provavelmente","acatará a impugnação, pois os resultados do radar não são uma prova cabal de excesso de velocidade. ","acatará a impugnação, pois o radar não é uma técnica reconhecida pela comunidade científica. ","indeferir a impugnação, pois o tribunal levará em consideração judicial da precisão de tais exames.","anulará a impugnação, pois os resultados do radar seriam interpretados como uma declaração contra o interesse.",C,C,C,C,C
professional_law,"Uma senhora idosa estava indo de elevador de seu apartamento no 12º andar até o saguão. Quando o elevador parou no quinto andar, entrou um homem fumando um charuto. O homem estava parado na frente da idosa no elevador quando a mulher tocou em seu ombro. Quando o homem se virou, a mulher apontou para a placa de “Proibido fumar” e disse: “Com licença, senhor, você se importaria de apagar esse charuto”? O homem respondeu com indignação, deu uma tragada profunda no charuto e depois soprou uma grande baforada de fumaça no rosto da mulher. Quando o elevador parou no andar seguinte, o homem saiu. Se a mulher ajuizasse uma ação civil contra o homem por vias de fato, quem sairá vencedor?","A mulher, pois a fumaça tocou seu rosto.","A mulher, pois havia motivos razoáveis para temer que o homem a atacasse.","O homem, pois ele não tocou na mulher.","O homem, pois sua conduta foi desagradável, mas não causou nenhuma lesão corporal à mulher.",A,B,B,B,B
professional_law,"Um trabalhador sofreu uma lesão quando uma máquina que ele estava usando no trabalho teve um mau funcionamento. O trabalhador ajuizou uma ação federal de diversidade contra o fabricante da máquina e a empresa responsável pela manutenção da máquina. Em juízo, o trabalhador submeteu uma proposta de instrução do júri por negligência. O tribunal não aceitou a instrução proposta e em vez disso, apresentou uma instrução de negligência que o advogado do trabalhador acreditava que era menos favorável e legalmente incorreta. O advogado não objetou à instrução de negligência antes de ela ser dada. O júri forneceu um veredito para os réus. O trabalhador pediu um novo julgamento com base no fato que a instrução de negligência do tribunal era imprópria. Qual argumentação tem a melhor chance de persuadir o tribunal a deferir o pedido?",Problemas de leis podem ser levantados a qualquer momento.,"A instrução do tribunal sobre negligência foi incorreta e a objeção do trabalhador foi preservada quando ele apresentou a sua, foi preservada quando ele apresentou a sua instrução de proposta de negligência.",A instrução de negligência do tribunal era um erro claro que afetou os direitos substanciais do trabalhador.,A necessidade de uma impugnação formal para uma decisão judicial para preservar uma argumentação foi eliminada no Processo Civil Federal.,C,C,C,C,C
